Name," Url"
210. JC Mar,https://www.yelp.com/biz/jc-mar-brooklyn?osq=Restaurants
211. Soldier Jerk Center And Restaurant,https://www.yelp.com/biz/soldier-jerk-center-and-restaurant-brooklyn?osq=Restaurants
212. Baby Luc’s,https://www.yelp.com/biz/baby-luc-s-brooklyn?osq=Restaurants
213. Tacos Grand Central,https://www.yelp.com/biz/tacos-grand-central-new-york-7?osq=Restaurants
214. Taqueria Santa Fe,https://www.yelp.com/biz/taqueria-santa-fe-brooklyn?osq=Restaurants
215. La Lechonera,https://www.yelp.com/biz/la-lechonera-east-new-york?osq=Restaurants
216. Tacos El Bronco,https://www.yelp.com/biz/tacos-el-bronco-brooklyn-7?osq=Restaurants
217. The Local Bar and Cafe,https://www.yelp.com/biz/the-local-bar-and-cafe-long-island-city?osq=Restaurants
218. El Castillo De Madison,https://www.yelp.com/biz/el-castillo-de-madison-new-york?osq=Restaurants
219. Fatty Daddy Taco,https://www.yelp.com/biz/fatty-daddy-taco-brooklyn?osq=Restaurants
220. DORADO Tacos & Quesadillas,https://www.yelp.com/biz/dorado-tacos-and-quesadillas-new-york-3?osq=Restaurants
221. Tacos Times Square,https://www.yelp.com/biz/tacos-times-square-new-york-2?osq=Restaurants
222. Bótani Cafè,https://www.yelp.com/biz/b%C3%B3tani-caf%C3%A8-brooklyn?osq=Restaurants
223. Ricas Pupusas & Mas,https://www.yelp.com/biz/ricas-pupusas-and-mas-woodside-2?osq=Restaurants
224. Tavares Restaurant,https://www.yelp.com/biz/tavares-restaurant-brooklyn?osq=Restaurants
225. Liberty Bagels,https://www.yelp.com/biz/liberty-bagels-new-york?osq=Restaurants
226. New Mexico Place,https://www.yelp.com/biz/new-mexico-place-brooklyn?osq=Restaurants
227. Yun Nan Flavor Garden,https://www.yelp.com/biz/yun-nan-flavor-garden-brooklyn?osq=Restaurants
228. Broad Nosh Bagels & Deli,https://www.yelp.com/biz/broad-nosh-bagels-and-deli-new-york?osq=Restaurants
